transaction_id,customer_id,order_date,total_amount,status,payment_method,channel,store_id,promotion_id,discount_amount,,,,,quantity,price
4751,511,2024-04-30 13:13:00,13.72,Pending,Cash,Online,NULL,NULL,0,,,,,4,3.43
4752,715,2023-08-08 13:04:00,3.74,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,3.74
4753,381,2023-07-12 17:42:00,11.06,Pending,Cash,Online,NULL,5,1.75,,,,,2,5.53
4754,201,2023-09-07 17:49:00,10.12,Pending,Credit Card,In-store,1,NULL,0,,,,,2,5.06
4755,165,2024-01-04 13:42:00,14.46,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,4.82
4756,513,2023-10-01 13:58:00,14.52,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,3.63
4757,363,2023-11-22 12:39:00,21.65,Pending,Cash,In-store,1,NULL,0,,,,,5,4.33
4758,156,2024-02-11 09:11:00,10.53,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,3.51
4759,413,2023-10-24 17:23:00,7.18,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,3.59
4760,217,2023-10-31 12:42:00,3.78,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,3.78
4761,522,2023-06-12 11:42:00,7.4,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,3.7
4762,121,2024-01-19 13:43:00,18.24,Pending,Cash,Online,NULL,NULL,0,,,,,6,3.04
4763,223,2024-04-04 08:25:00,11.92,Pending,Mobile Pay,Online,NULL,2,2.11,,,,,2,5.96
4764,229,2024-05-08 20:16:00,14.8,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,3.7
4765,262,2023-07-01 16:43:00,18.64,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,4.66
4766,193,2023-09-11 09:24:00,6.86,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.43
4767,673,2024-03-26 17:57:00,5.06,Pending,Mobile Pay,In-store,1,NULL,0,,,,,1,5.06
4768,495,2024-03-04 18:14:00,11.06,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,5.53
4769,632,2023-09-02 17:58:00,17.95,Pending,Cash,Online,NULL,4,3.71,,,,,5,3.59
4770,509,2024-04-03 09:18:00,5.06,Pending,Credit Card,In-store,2,NULL,0,,,,,1,5.06
4771,297,2023-07-20 08:57:00,4.89,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,4.89
4772,658,2024-05-07 15:02:00,20.56,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,5.14
4773,226,2023-06-13 12:59:00,2.96,Pending,Mobile Pay,In-store,1,4,0.58,,,,,1,2.96
4774,545,2024-02-15 16:15:00,14.8,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,2.96
4775,610,2023-09-20 17:25:00,17.44,Pending,Credit Card,Online,NULL,2,3.89,,,,,4,4.36
4776,268,2023-09-03 14:29:00,9.12,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,3.04
4777,593,2024-02-12 12:44:00,10.89,Pending,Cash,Online,NULL,NULL,0,,,,,3,3.63
4778,515,2023-09-22 16:15:00,18.9,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,3.78
4779,321,2023-10-18 19:13:00,12.34,Pending,Cash,In-store,1,2,1.93,,,,,2,6.17
4780,560,2024-03-29 11:32:00,14.8,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,3.7
4781,464,2023-08-25 08:54:00,5.92,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,2.96
4782,439,2023-08-30 19:06:00,17.55,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.51
4783,355,2023-09-09 10:19:00,5.53,Pending,Credit Card,In-store,2,NULL,0,,,,,1,5.53
4784,598,2024-04-29 19:23:00,24.45,Pending,Mobile Pay,In-store,1,NULL,0,,,,,5,4.89
4785,589,2023-08-10 13:14:00,3.7,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,3.7
4786,305,2024-05-22 20:47:00,15.42,Pending,Cash,Online,NULL,NULL,0,,,,,3,5.14
4787,344,2024-03-11 17:30:00,4.89,Pending,Mobile Pay,In-store,3,4,1.35,,,,,1,4.89
4788,686,2023-07-10 16:26:00,13.64,Pending,Cash,In-store,2,NULL,0,,,,,4,3.41
4789,287,2023-11-05 18:17:00,11.06,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,5.53
4790,260,2023-10-19 09:30:00,11.06,Pending,Credit Card,In-store,1,NULL,0,,,,,2,5.53
4791,316,2023-07-13 12:19:00,11.32,Pending,Credit Card,In-store,3,NULL,0,,,,,4,2.83
4792,409,2024-01-15 20:23:00,14.36,Pending,Cash,In-store,3,NULL,0,,,,,4,3.59
4793,536,2024-03-27 11:07:00,4.66,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,4.66
4794,102,2024-01-22 12:27:00,14.15,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,2.83
4795,357,2024-05-12 19:12:00,18.51,Pending,Cash,In-store,1,NULL,0,,,,,3,6.17
4796,647,2023-06-08 14:31:00,19.14,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,6.38
4797,63,2024-05-22 19:04:00,17.55,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.51
4798,565,2023-12-30 15:10:00,23.3,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,4.66
4799,269,2024-03-03 08:10:00,11.84,Pending,Credit Card,Online,NULL,5,2.79,,,,,4,2.96
4800,297,2023-11-30 13:43:00,10.23,Pending,Credit Card,Online,NULL,3,2.42,,,,,3,3.41
4801,264,2023-11-16 16:26:00,14.15,Pending,Cash,Online,NULL,NULL,0,,,,,5,2.83
4802,624,2023-07-08 16:45:00,3.63,Pending,Mobile Pay,In-store,3,NULL,0,,,,,1,3.63
4803,598,2023-10-08 20:20:00,25.52,Pending,Mobile Pay,In-store,1,NULL,0,,,,,4,6.38
4804,524,2023-11-09 13:22:00,14.8,Pending,Cash,Online,NULL,4,3.23,,,,,5,2.96
4805,244,2023-09-06 16:12:00,30.85,Pending,Cash,Online,NULL,NULL,0,,,,,5,6.17
4806,403,2023-09-09 10:42:00,4.82,Pending,Cash,Online,NULL,NULL,0,,,,,1,4.82
4807,374,2024-05-18 09:31:00,8.72,Pending,Cash,Online,NULL,NULL,0,,,,,2,4.36
4808,403,2023-08-13 12:09:00,11.06,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,5.53
4809,357,2023-08-09 19:56:00,3.7,Pending,Cash,In-store,1,NULL,0,,,,,1,3.7
4810,197,2024-04-24 16:11:00,11.06,Pending,Credit Card,In-store,1,3,1.78,,,,,2,5.53
4811,336,2024-05-15 19:44:00,11.22,Pending,Mobile Pay,In-store,3,NULL,0,,,,,3,3.74
4812,267,2023-09-10 19:38:00,7.48,Pending,Mobile Pay,In-store,2,NULL,0,,,,,2,3.74
4813,705,2023-09-15 19:24:00,15.18,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,5.06
4814,236,2024-03-13 08:24:00,27.65,Pending,Credit Card,Online,NULL,2,5.96,,,,,5,5.53
4815,559,2023-09-30 14:50:00,29.8,Pending,Mobile Pay,In-store,2,NULL,0,,,,,5,5.96
4816,465,2023-10-25 10:13:00,11.92,Pending,Cash,Online,NULL,NULL,0,,,,,2,5.96
4817,491,2023-09-07 17:57:00,14.67,Pending,Cash,Online,NULL,NULL,0,,,,,3,4.89
4818,598,2023-06-19 14:55:00,3.63,Pending,Credit Card,Online,NULL,5,0.7,,,,,1,3.63
4819,272,2023-10-01 19:11:00,15.2,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.04
4820,538,2024-03-11 19:36:00,6.82,Pending,Mobile Pay,In-store,2,3,1.86,,,,,2,3.41
4821,591,2024-01-31 10:18:00,15.18,Pending,Mobile Pay,In-store,1,NULL,0,,,,,3,5.06
4822,145,2024-03-21 15:34:00,21.8,Pending,Cash,Online,NULL,4,3.08,,,,,5,4.36
4823,478,2023-10-30 08:08:00,8.88,Pending,Cash,Online,NULL,NULL,0,,,,,3,2.96
4824,573,2024-02-02 15:01:00,13.64,Pending,Mobile Pay,Online,NULL,3,1.65,,,,,4,3.41
4825,302,2023-06-23 16:33:00,7.18,Pending,Credit Card,Online,NULL,2,1.97,,,,,2,3.59
4826,114,2024-05-24 12:31:00,17.88,Pending,Mobile Pay,In-store,2,NULL,0,,,,,3,5.96
4827,192,2024-03-27 11:01:00,15.12,Pending,Mobile Pay,In-store,1,NULL,0,,,,,4,3.78
4828,650,2023-07-19 19:25:00,24.68,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,6.17
4829,388,2023-11-10 17:48:00,19.56,Pending,Cash,In-store,1,NULL,0,,,,,4,4.89
4830,569,2023-08-20 15:50:00,5.92,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,2.96
4831,417,2024-03-16 20:21:00,3.51,Pending,Cash,In-store,2,NULL,0,,,,,1,3.51
4832,531,2024-01-21 16:20:00,17.44,Pending,Cash,Online,NULL,5,2.02,,,,,4,4.36
4833,360,2024-06-03 09:58:00,25.52,Pending,Mobile Pay,In-store,2,NULL,0,,,,,4,6.38
4834,416,2023-07-07 12:22:00,9.78,Pending,Credit Card,In-store,1,NULL,0,,,,,2,4.89
4835,420,2023-07-09 19:10:00,12.96,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,4.32
4836,227,2023-07-25 10:30:00,15.2,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,3.04
4837,328,2024-02-12 12:19:00,13.98,Pending,Cash,Online,NULL,NULL,0,,,,,3,4.66
4838,693,2023-08-03 16:09:00,3.74,Pending,Credit Card,In-store,1,NULL,0,,,,,1,3.74
4839,546,2023-10-28 14:35:00,15.42,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,5.14
4840,441,2023-10-11 17:31:00,31.9,Pending,Mobile Pay,In-store,3,NULL,0,,,,,5,6.38
4841,518,2023-10-02 11:53:00,8.64,Pending,Mobile Pay,In-store,2,NULL,0,,,,,2,4.32
4842,647,2023-07-15 12:43:00,7.4,Pending,Cash,Online,NULL,NULL,0,,,,,2,3.7
4843,623,2024-02-17 14:41:00,3.59,Pending,Credit Card,In-store,3,NULL,0,,,,,1,3.59
4844,557,2023-12-20 13:38:00,13.72,Pending,Credit Card,In-store,2,NULL,0,,,,,4,3.43
4845,30,2023-06-13 18:31:00,9.32,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,4.66
4846,415,2023-08-12 15:10:00,21.65,Pending,Cash,Online,NULL,NULL,0,,,,,5,4.33
4847,221,2024-02-16 13:10:00,18.7,Pending,Cash,In-store,2,NULL,0,,,,,5,3.74
4848,94,2023-10-19 16:28:00,14.8,Pending,Mobile Pay,In-store,3,NULL,0,,,,,4,3.7
4849,571,2023-08-02 20:12:00,31.9,Pending,Mobile Pay,In-store,1,5,4.14,,,,,5,6.38
4850,3,2024-05-29 13:41:00,18.5,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,3.7
4851,506,2023-06-20 16:26:00,14.15,Pending,Cash,In-store,3,NULL,0,,,,,5,2.83
4852,365,2023-12-02 16:45:00,24.45,Pending,Cash,In-store,3,NULL,0,,,,,5,4.89
4853,430,2023-12-09 16:24:00,4.66,Pending,Mobile Pay,In-store,1,2,0.58,,,,,1,4.66
4854,335,2023-06-06 20:37:00,12.16,Pending,Cash,In-store,1,NULL,0,,,,,4,3.04
4855,687,2023-11-03 10:00:00,10.29,Pending,Mobile Pay,Online,NULL,3,2.26,,,,,3,3.43
4856,386,2023-10-02 11:51:00,10.77,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,3.59
4857,182,2023-08-19 19:38:00,13.72,Pending,Cash,In-store,3,NULL,0,,,,,4,3.43
4858,417,2023-08-25 11:08:00,17.15,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,3.43
4859,530,2024-02-15 16:17:00,7.48,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,3.74
4860,229,2023-12-02 16:40:00,24.45,Pending,Mobile Pay,Online,NULL,1,3.67,,,,,5,4.89
4861,231,2024-02-16 08:33:00,18.5,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,3.7
4862,279,2024-04-25 10:07:00,5.66,Pending,Credit Card,In-store,3,NULL,0,,,,,2,2.83
4863,349,2023-08-31 15:17:00,9.12,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,3.04
4864,632,2024-02-14 16:01:00,7.48,Pending,Credit Card,In-store,3,NULL,0,,,,,2,3.74
4865,594,2023-09-30 20:46:00,3.74,Pending,Cash,In-store,1,3,0.92,,,,,1,3.74
4866,653,2024-05-31 18:09:00,11.34,Pending,Cash,Online,NULL,NULL,0,,,,,3,3.78
4867,147,2024-03-22 20:20:00,11.92,Pending,Credit Card,In-store,2,2,1.86,,,,,2,5.96
4868,496,2024-03-28 16:15:00,7.02,Pending,Credit Card,Online,NULL,3,1.95,,,,,2,3.51
4869,61,2023-08-03 09:04:00,11.92,Pending,Cash,Online,NULL,NULL,0,,,,,2,5.96
4870,279,2023-09-24 15:56:00,3.7,Pending,Mobile Pay,In-store,2,NULL,0,,,,,1,3.7
4871,145,2024-01-21 14:24:00,13.08,Pending,Cash,Online,NULL,3,3.21,,,,,3,4.36
4872,709,2023-08-12 19:49:00,24.1,Pending,Mobile Pay,Online,NULL,4,2.64,,,,,5,4.82
4873,655,2023-09-10 08:44:00,11.92,Pending,Cash,In-store,2,NULL,0,,,,,2,5.96
4874,705,2023-11-27 17:20:00,2.96,Pending,Cash,In-store,1,5,0.77,,,,,1,2.96
4875,638,2023-11-06 08:44:00,25.92,Pending,Cash,Online,NULL,1,6.25,,,,,4,6.48
4876,608,2024-04-10 20:57:00,14.04,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,3.51
4877,682,2024-01-14 10:09:00,8.64,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,4.32
4878,187,2023-11-08 17:32:00,7.56,Pending,Mobile Pay,In-store,2,NULL,0,,,,,2,3.78
4879,360,2023-11-28 10:42:00,10.23,Pending,Cash,In-store,3,NULL,0,,,,,3,3.41
4880,470,2023-08-14 11:06:00,21.8,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,4.36
4881,712,2024-01-21 20:55:00,17.44,Pending,Credit Card,Online,NULL,NULL,0,,,,,4,4.36
4882,482,2024-05-16 18:22:00,8.66,Pending,Cash,Online,NULL,2,1.21,,,,,2,4.33
4883,477,2023-09-28 19:12:00,10.29,Pending,Cash,Online,NULL,NULL,0,,,,,3,3.43
4884,151,2024-05-02 12:24:00,12.76,Pending,Mobile Pay,In-store,1,NULL,0,,,,,2,6.38
4885,546,2024-05-03 13:58:00,3.78,Pending,Mobile Pay,In-store,1,NULL,0,,,,,1,3.78
4886,352,2024-04-08 13:23:00,6.08,Pending,Cash,In-store,3,NULL,0,,,,,2,3.04
4887,108,2023-10-24 18:22:00,19.28,Pending,Mobile Pay,In-store,1,NULL,0,,,,,4,4.82
4888,538,2023-12-28 19:24:00,13.64,Pending,Cash,Online,NULL,1,2.41,,,,,4,3.41
4889,274,2024-02-01 20:22:00,20.56,Pending,Cash,In-store,2,3,2.62,,,,,4,5.14
4890,592,2024-04-04 12:29:00,9.64,Pending,Cash,In-store,1,NULL,0,,,,,2,4.82
4891,657,2024-05-06 18:03:00,14.46,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,4.82
4892,614,2024-04-24 20:54:00,17.95,Pending,Mobile Pay,Online,NULL,1,3.16,,,,,5,3.59
4893,411,2023-10-27 10:41:00,14.46,Pending,Mobile Pay,In-store,1,NULL,0,,,,,3,4.82
4894,629,2023-08-09 20:12:00,2.83,Pending,Mobile Pay,Online,NULL,3,0.56,,,,,1,2.83
4895,557,2023-12-17 17:11:00,4.32,Pending,Mobile Pay,Online,NULL,1,0.98,,,,,1,4.32
4896,46,2023-06-22 17:44:00,14.52,Pending,Mobile Pay,Online,NULL,1,1.51,,,,,4,3.63
4897,478,2023-07-09 20:12:00,30.85,Pending,Mobile Pay,In-store,2,NULL,0,,,,,5,6.17
4898,548,2024-01-01 17:59:00,7.56,Pending,Credit Card,In-store,1,NULL,0,,,,,2,3.78
4899,115,2023-11-18 16:35:00,6.17,Pending,Cash,In-store,3,2,1.72,,,,,1,6.17
4900,201,2024-05-17 18:44:00,4.66,Pending,Cash,Online,NULL,NULL,0,,,,,1,4.66
4901,427,2023-09-20 17:20:00,10.23,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,3.41
4902,363,2023-07-12 11:07:00,11.84,Pending,Credit Card,In-store,2,3,3.21,,,,,4,2.96
4903,289,2023-09-14 19:40:00,17.05,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.41
4904,583,2023-08-15 17:16:00,3.04,Pending,Cash,In-store,1,NULL,0,,,,,1,3.04
4905,134,2024-05-19 15:30:00,12.96,Pending,Credit Card,Online,NULL,4,3.64,,,,,2,6.48
4906,404,2023-07-17 17:17:00,29.8,Pending,Credit Card,In-store,3,NULL,0,,,,,5,5.96
4907,471,2023-09-04 14:10:00,4.32,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,4.32
4908,283,2024-01-13 08:55:00,4.33,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,4.33
4909,179,2023-07-04 18:12:00,15.42,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,5.14
4910,465,2023-07-01 16:42:00,17.95,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,3.59
4911,193,2023-08-15 08:07:00,9.78,Pending,Mobile Pay,Online,NULL,1,1.51,,,,,2,4.89
4912,150,2023-07-18 18:30:00,12.96,Pending,Credit Card,In-store,3,NULL,0,,,,,2,6.48
4913,361,2023-07-04 09:44:00,17.15,Pending,Cash,In-store,1,NULL,0,,,,,5,3.43
4914,208,2023-11-03 14:04:00,3.41,Pending,Cash,Online,NULL,NULL,0,,,,,1,3.41
4915,101,2024-02-22 11:24:00,8.72,Pending,Mobile Pay,Online,NULL,2,1.63,,,,,2,4.36
4916,685,2023-06-30 09:29:00,5.66,Pending,Cash,In-store,2,NULL,0,,,,,2,2.83
4917,488,2024-01-08 12:21:00,14.15,Pending,Credit Card,In-store,1,NULL,0,,,,,5,2.83
4918,557,2024-02-12 15:25:00,11.06,Pending,Cash,In-store,2,NULL,0,,,,,2,5.53
4919,199,2023-12-28 20:44:00,7.56,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.78
4920,213,2024-05-12 18:38:00,24.1,Pending,Mobile Pay,In-store,2,2,3.29,,,,,5,4.82
4921,532,2023-12-07 20:24:00,3.59,Pending,Credit Card,In-store,1,NULL,0,,,,,1,3.59
4922,462,2024-04-20 09:56:00,18.64,Pending,Cash,In-store,3,NULL,0,,,,,4,4.66
4923,79,2023-08-29 18:20:00,17.05,Pending,Credit Card,In-store,2,4,3.95,,,,,5,3.41
4924,599,2023-07-15 16:33:00,17.05,Pending,Credit Card,Online,NULL,3,1.86,,,,,5,3.41
4925,279,2023-09-11 17:50:00,25.7,Pending,Credit Card,In-store,2,NULL,0,,,,,5,5.14
4926,574,2024-05-27 09:46:00,13.98,Pending,Cash,Online,NULL,NULL,0,,,,,3,4.66
4927,495,2023-08-24 10:16:00,12.96,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,4.32
4928,517,2023-12-12 15:14:00,3.63,Pending,Mobile Pay,In-store,2,NULL,0,,,,,1,3.63
4929,499,2023-07-30 15:21:00,4.32,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,4.32
4930,706,2023-07-16 18:41:00,18.5,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.7
4931,458,2024-02-06 12:16:00,18.15,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,3.63
4932,155,2024-05-10 20:59:00,21.6,Pending,Cash,In-store,3,4,2.87,,,,,5,4.32
4933,4,2023-08-20 11:44:00,2.96,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,2.96
4934,496,2023-11-21 14:29:00,6.48,Pending,Mobile Pay,In-store,2,NULL,0,,,,,1,6.48
4935,389,2024-03-07 14:41:00,9.78,Pending,Mobile Pay,In-store,1,4,1.89,,,,,2,4.89
4936,543,2023-08-12 11:40:00,17.28,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,4.32
4937,684,2024-04-25 15:50:00,21.65,Pending,Cash,Online,NULL,5,2.39,,,,,5,4.33
4938,229,2023-10-26 15:45:00,10.23,Pending,Credit Card,In-store,3,NULL,0,,,,,3,3.41
4939,605,2024-02-09 12:11:00,5.66,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,2.83
4940,685,2024-02-11 18:25:00,3.51,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,3.51
4941,104,2023-12-28 10:12:00,10.29,Pending,Cash,Online,NULL,NULL,0,,,,,3,3.43
4942,495,2023-11-13 18:55:00,13.08,Pending,Credit Card,Online,NULL,NULL,0,,,,,3,4.36
4943,655,2024-01-15 09:22:00,12.96,Pending,Cash,In-store,3,NULL,0,,,,,3,4.32
4944,382,2024-04-03 08:01:00,19.14,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,6.38
4945,158,2023-06-07 18:45:00,7.18,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.59
4946,223,2023-11-21 17:28:00,3.41,Pending,Credit Card,In-store,1,2,0.55,,,,,1,3.41
4947,529,2023-12-18 20:46:00,31.9,Pending,Credit Card,Online,NULL,4,5.56,,,,,5,6.38
4948,272,2024-04-07 12:51:00,8.72,Pending,Credit Card,In-store,2,NULL,0,,,,,2,4.36
4949,247,2023-08-18 09:40:00,11.22,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,3,3.74
4950,263,2024-01-24 10:54:00,18.9,Pending,Cash,In-store,2,NULL,0,,,,,5,3.78
4951,493,2023-09-09 10:18:00,5.14,Pending,Mobile Pay,In-store,2,NULL,0,,,,,1,5.14
4952,604,2023-07-24 09:42:00,14.8,Pending,Cash,Online,NULL,NULL,0,,,,,5,2.96
4953,265,2023-08-11 17:16:00,24.45,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,4.89
4954,557,2024-03-10 12:06:00,17.15,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.43
4955,620,2024-04-09 12:13:00,4.32,Pending,Credit Card,Online,NULL,4,0.85,,,,,1,4.32
4956,432,2023-08-01 14:14:00,5.14,Pending,Cash,Online,NULL,5,0.75,,,,,1,5.14
4957,708,2024-02-06 19:00:00,27.65,Pending,Credit Card,Online,NULL,NULL,0,,,,,5,5.53
4958,694,2023-12-27 11:23:00,14.8,Pending,Cash,Online,NULL,NULL,0,,,,,5,2.96
4959,228,2023-06-18 09:27:00,22.12,Pending,Cash,In-store,2,4,4.74,,,,,4,5.53
4960,563,2024-05-31 13:48:00,9.32,Pending,Cash,In-store,3,NULL,0,,,,,2,4.66
4961,517,2023-10-08 12:41:00,17.05,Pending,Mobile Pay,In-store,1,NULL,0,,,,,5,3.41
4962,181,2023-10-15 18:37:00,14.04,Pending,Mobile Pay,Online,NULL,1,3.85,,,,,4,3.51
4963,245,2023-07-16 17:52:00,9.64,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,4.82
4964,154,2024-02-07 08:49:00,2.83,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,2.83
4965,276,2024-02-02 11:47:00,17.15,Pending,Cash,In-store,3,NULL,0,,,,,5,3.43
4966,478,2024-01-15 19:30:00,17.05,Pending,Cash,In-store,1,NULL,0,,,,,5,3.41
4967,592,2024-01-09 19:39:00,18.5,Pending,Cash,Online,NULL,NULL,0,,,,,5,3.7
4968,430,2023-10-04 17:53:00,5.06,Pending,Mobile Pay,In-store,2,NULL,0,,,,,1,5.06
4969,572,2023-06-16 18:50:00,17.15,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,3.43
4970,284,2024-04-13 08:50:00,31.9,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,6.38
4971,713,2023-09-24 16:23:00,4.32,Pending,Credit Card,In-store,2,NULL,0,,,,,1,4.32
4972,357,2024-01-17 11:00:00,13.72,Pending,Mobile Pay,In-store,2,NULL,0,,,,,4,3.43
4973,370,2024-03-28 14:04:00,18.64,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,4,4.66
4974,284,2023-12-05 13:16:00,12.99,Pending,Cash,In-store,2,NULL,0,,,,,3,4.33
4975,234,2024-02-03 09:39:00,3.41,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,1,3.41
4976,277,2023-08-19 14:09:00,18.5,Pending,Mobile Pay,In-store,2,NULL,0,,,,,5,3.7
4977,71,2024-03-28 08:38:00,5.92,Pending,Cash,Online,NULL,3,1.62,,,,,2,2.96
4978,317,2024-03-06 16:50:00,17.55,Pending,Credit Card,In-store,1,NULL,0,,,,,5,3.51
4979,473,2024-04-08 10:45:00,21.6,Pending,Credit Card,In-store,1,NULL,0,,,,,5,4.32
4980,509,2023-11-02 08:18:00,2.96,Pending,Mobile Pay,Online,NULL,1,0.3,,,,,1,2.96
4981,450,2024-01-06 10:00:00,19.56,Pending,Credit Card,In-store,3,NULL,0,,,,,4,4.89
4982,581,2024-02-21 20:51:00,21.65,Pending,Credit Card,In-store,3,5,3.51,,,,,5,4.33
4983,304,2023-11-06 19:24:00,6.82,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,2,3.41
4984,694,2023-08-05 14:43:00,3.43,Pending,Credit Card,Online,NULL,NULL,0,,,,,1,3.43
4985,448,2024-03-21 19:44:00,9.64,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,4.82
4986,143,2024-04-28 09:23:00,18.9,Pending,Credit Card,In-store,3,NULL,0,,,,,5,3.78
4987,697,2023-08-12 20:57:00,23.84,Pending,Cash,Online,NULL,NULL,0,,,,,4,5.96
4988,463,2023-08-18 14:53:00,8.64,Pending,Credit Card,Online,NULL,NULL,0,,,,,2,4.32
4989,511,2023-08-17 12:07:00,18.5,Pending,Mobile Pay,Online,NULL,NULL,0,,,,,5,3.7
4990,542,2024-05-15 16:26:00,14.46,Pending,Mobile Pay,Online,NULL,5,3.1,,,,,3,4.82
4991,436,2024-02-14 09:12:00,5.14,Pending,Credit Card,In-store,1,NULL,0,,,,,1,5.14
4992,33,2023-12-17 12:31:00,18.64,Pending,Cash,In-store,1,NULL,0,,,,,4,4.66
4993,251,2023-11-17 10:19:00,4.89,Pending,Credit Card,In-store,2,NULL,0,,,,,1,4.89
4994,466,2024-04-05 15:37:00,25.7,Pending,Cash,Online,NULL,NULL,0,,,,,5,5.14
4995,106,2024-04-12 13:41:00,4.89,Pending,Credit Card,In-store,1,NULL,0,,,,,1,4.89
4996,257,2023-08-10 20:34:00,15.12,Pending,Cash,In-store,3,NULL,0,,,,,4,3.78
4997,280,2023-09-02 12:02:00,13.08,Pending,Cash,Online,NULL,4,3.01,,,,,3,4.36
4998,700,2023-10-03 18:37:00,9.12,Pending,Cash,Online,NULL,5,2.04,,,,,3,3.04
4999,540,2024-04-24 20:54:00,6.08,Pending,Credit Card,In-store,2,NULL,0,,,,,2,3.04
5000,142,2024-04-15 18:28:00,14.67,Pending,Cash,Online,NULL,NULL,0,,,,,3,4.89
5001,406,2023-10-23 18:05:00,17.28,Pending,Credit Card,Online,NULL,4,4.37,,,,,4,4.32
5002,259,2024-01-07 08:20:00,12.96,Pending,Cash,In-store,3,NULL,0,,,,,2,6.48
5003,702,2024-05-07 08:21:00,18.51,Pending,Mobile Pay,In-store,1,NULL,0,,,,,3,6.17
5004,176,2024-01-03 18:56:00,18.51,Pending,Credit Card,In-store,1,NULL,0,,,,,3,6.17
5005,301,2023-08-26 19:21:00,13.64,Pending,Cash,Online,NULL,NULL,0,,,,,4,3.41
